-1,0.90986
-0.999,0.90352
-0.998,0.9012
-0.997,0.90066
-0.996,0.89558
-0.995,0.8973
-0.994,0.90152
-0.993,0.90262
-0.992,0.9042
-0.991,0.9055
-0.98999,0.90542
-0.98899,0.90812
-0.98799,0.90714
-0.98699,0.91484
-0.98599,0.91752
-0.98499,0.9196
-0.98399,0.92492
-0.98299,0.92788
-0.98199,0.92954
-0.98099,0.92804
-0.97999,0.92922
-0.97899,0.92536
-0.97799,0.9268
-0.97699,0.93334
-0.97599,0.93366
-0.97499,0.93754
-0.97399,0.94418
-0.97299,0.94178
-0.97199,0.93666
-0.97099,0.93728
-0.96998,0.9362
-0.96898,0.9384
-0.96798,0.94234
-0.96698,0.94676
-0.96598,0.9537
-0.96498,0.95962
-0.96398,0.96734
-0.96298,0.96734
-0.96198,0.96874
-0.96098,0.96986
-0.95998,0.96552
-0.95898,0.96558
-0.95798,0.96222
-0.95698,0.96634
-0.95598,0.96522
-0.95498,0.96714
-0.95398,0.96904
-0.95298,0.96692
-0.95198,0.9588
-0.95098,0.95564
-0.94997,0.95044
-0.94897,0.95016
-0.94797,0.9513
-0.94697,0.95744
-0.94597,0.96186
-0.94497,0.96164
-0.94397,0.9635
-0.94297,0.96102
-0.94197,0.9604
-0.94097,0.96014
-0.93997,0.96014
-0.93897,0.9591
-0.93797,0.96274
-0.93697,0.9575
-0.93597,0.95724
-0.93497,0.96026
-0.93397,0.964
-0.93297,0.96776
-0.93197,0.96984
-0.93097,0.9737
-0.92996,0.97786
-0.92896,0.97934
-0.92796,0.97942
-0.92696,0.97916
-0.92596,0.97434
-0.92496,0.97204
-0.92396,0.9716
-0.92296,0.9725
-0.92196,0.97802
-0.92096,0.97906
-0.91996,0.98222
-0.91896,0.98684
-0.91796,0.99264
-0.91696,0.99218
-0.91596,0.99378
-0.91496,0.99602
-0.91396,0.994
-0.91296,0.99126
-0.91196,0.9945
-0.91096,0.99552
-0.90995,0.99776
-0.90895,0.99942
-0.90795,0.99836
-0.90695,0.99648
-0.90595,0.99774
-0.90495,0.99504
-0.90395,0.99706
-0.90295,1
-0.90195,0.99848
-0.90095,0.99736
-0.89995,0.99294
-0.89895,0.98342
-0.89795,0.98304
-0.89695,0.9803
-0.89595,0.97986
-0.89495,0.98002
-0.89395,0.97978
-0.89295,0.97586
-0.89195,0.97072
-0.89095,0.96692
-0.88994,0.9605
-0.88894,0.9534
-0.88794,0.9549
-0.88694,0.95448
-0.88594,0.94916
-0.88494,0.9463
-0.88394,0.94026
-0.88294,0.93214
-0.88194,0.9269
-0.88094,0.92684
-0.87994,0.92586
-0.87894,0.92674
-0.87794,0.922
-0.87694,0.9178
-0.87594,0.9143
-0.87494,0.90754
-0.87394,0.89906
-0.87294,0.89772
-0.87194,0.89562
-0.87094,0.89114
-0.86993,0.89106
-0.86893,0.8906
-0.86793,0.88584
-0.86693,0.88788
-0.86593,0.88868
-0.86493,0.89356
-0.86393,0.89904
-0.86293,0.89858
-0.86193,0.89394
-0.86093,0.89182
-0.85993,0.88938
-0.85893,0.88486
-0.85793,0.88426
-0.85693,0.88856
-0.85593,0.88764
-0.85493,0.88398
-0.85393,0.88136
-0.85293,0.88214
-0.85193,0.87876
-0.85093,0.87264
-0.84992,0.86914
-0.84892,0.86658
-0.84792,0.86632
-0.84692,0.86312
-0.84592,0.86054
-0.84492,0.85712
-0.84392,0.8546
-0.84292,0.85816
-0.84192,0.85646
-0.84092,0.85044
-0.83992,0.84916
-0.83892,0.8445
-0.83792,0.84192
-0.83692,0.83764
-0.83592,0.83686
-0.83492,0.83746
-0.83392,0.83602
-0.83292,0.82736
-0.83192,0.82368
-0.83092,0.82672
-0.82991,0.83034
-0.82891,0.82534
-0.82791,0.82268
-0.82691,0.81846
-0.82591,0.81226
-0.82491,0.8044
-0.82391,0.80106
-0.82291,0.79668
